0.208077 0.968246 1.105141 -0.000604 
0.210815 0.958207 1.115506 -0.000140 
0.213552 0.948079 1.125767 0.000323 
0.216290 0.937863 1.135924 0.000787 
0.219028 0.927560 1.145975 0.001250 
0.221766 0.917172 1.155921 0.001714 
0.224504 0.906699 1.165760 0.002177 
0.227242 0.896142 1.175492 0.002640 
0.229979 0.885504 1.185117 0.003103 
0.232717 0.874785 1.194633 0.003565 
0.235455 0.863986 1.204040 0.004027 
0.238193 0.853108 1.213337 0.004489 
0.240931 0.842153 1.222525 0.004951 
0.243669 0.831122 1.231602 0.005411 
0.246407 0.820015 1.240568 0.005872 
0.249144 0.808836 1.249422 0.006332 
0.251882 0.797583 1.258165 0.006791 
0.254620 0.786259 1.266794 0.007250 
0.257358 0.774865 1.275310 0.007708 
0.260096 0.763402 1.283713 0.008166 
0.262834 0.751871 1.292002 0.008622 
0.265572 0.740273 1.300177 0.009078 
0.268309 0.728610 1.308236 0.009533 
0.271047 0.716883 1.316180 0.009988 
0.273785 0.705093 1.324009 0.010441 
0.276523 0.693241 1.331721 0.010893 
0.279261 0.681328 1.339318 0.011345 
0.281999 0.669356 1.346797 0.011796 
0.284736 0.657326 1.354159 0.012245 
0.287474 0.645239 1.361403 0.012694 
0.290212 0.633096 1.368530 0.013141 
0.292950 0.620898 1.375539 0.013587 
0.295688 0.608647 1.382429 0.014032 
0.298426 0.596343 1.389201 0.014476 
0.301164 0.583989 1.395854 0.014919 
0.303901 0.571584 1.402387 0.015360 
0.306639 0.559131 1.408801 0.015800 
0.309377 0.546631 1.415095 0.016239 
0.312115 0.534084 1.421269 0.016676 
0.314853 0.521492 1.427324 0.017112 
0.317591 0.508856 1.433257 0.017546 
0.320329 0.496177 1.439071 0.017979 
0.323066 0.483456 1.444763 0.018411 
0.325804 0.470695 1.450335 0.018841 
0.328542 0.457895 1.455786 0.019269 
0.331280 0.445057 1.461115 0.019696 
0.334018 0.432182 1.466323 0.020121 
0.336756 0.419271 1.471410 0.020545 
0.339493 0.406325 1.476375 0.020966 
0.342231 0.393346 1.481219 0.021386 
0.344969 0.380334 1.485941 0.021805 
0.347707 0.367292 1.490541 0.022221 
0.350445 0.354219 1.495019 0.022636 
0.353183 0.341117 1.499375 0.023049 
0.355921 0.327988 1.503609 0.023460 
0.358658 0.314832 1.507721 0.023869 
0.361396 0.301650 1.511711 0.024276 
0.364134 0.288445 1.515579 0.024681 
0.366872 0.275216 1.519325 0.025084 
0.369610 0.261964 1.522949 0.025485 
0.372348 0.248692 1.526451 0.025884 
0.375086 0.235400 1.529831 0.026281 
0.377823 0.222089 1.533088 0.026676 
0.380561 0.208761 1.536224 0.027069 
0.383299 0.195416 1.539238 0.027460 
0.386037 0.182055 1.542129 0.027848 
0.388775 0.168680 1.544900 0.028235 
0.391513 0.155292 1.547548 0.028619 
0.394251 0.141892 1.550074 0.029000 
0.396988 0.128480 1.552479 0.029380 
0.399726 0.115059 1.554763 0.029757 
0.402464 0.101628 1.556925 0.030132 
0.405202 0.088189 1.558966 0.030505 
0.407940 0.074744 1.560886 0.030875 
0.410678 0.061293 1.562685 0.031243 
0.413415 0.047837 1.564363 0.031608 
0.416153 0.034377 1.565921 0.031971 
0.418891 0.020915 1.567358 0.032332 
0.421629 0.007451 1.568674 0.032690 
0.424367 -0.006013 1.569870 0.033045 
0.427105 -0.019477 1.570947 0.033398 
0.429843 -0.032939 1.571903 0.033749 
0.432580 -0.046399 1.572740 0.034096 
0.435318 -0.059856 1.573458 0.034442 
0.438056 -0.073308 1.574056 0.034784 
0.440794 -0.086754 1.574536 0.035125 
0.443532 -0.100194 1.574896 0.035462 
0.446270 -0.113626 1.575139 0.035797 
0.449008 -0.127050 1.575263 0.036129 
0.451745 -0.140464 1.575269 0.036458 
0.454483 -0.153868 1.575157 0.036785 
0.457221 -0.167260 1.574927 0.037109 
0.459959 -0.180640 1.574581 0.037430 
0.462697 -0.194006 1.574117 0.037748 
0.465435 -0.207358 1.573537 0.038063 
0.468172 -0.220695 1.572841 0.038376 
0.470910 -0.234015 1.572028 0.038686 
0.473648 -0.247318 1.571100 0.038993 
0.476386 -0.260603 1.570056 0.039297 
0.479124 -0.273869 1.568897 0.039599 
0.481862 -0.287115 1.567623 0.039897 
0.484600 -0.300340 1.566235 0.040192 
0.487337 -0.313543 1.564733 0.040485 
0.490075 -0.326723 1.563116 0.040775 
0.492813 -0.339879 1.561387 0.041061 
0.495551 -0.353011 1.559544 0.041345 
0.498289 -0.366117 1.557588 0.041626 
0.501027 -0.379197 1.555520 0.041903 
0.503765 -0.392250 1.553340 0.042178 
0.506502 -0.405274 1.551048 0.042449 
0.509240 -0.418269 1.548645 0.042718 
0.511978 -0.431235 1.546131 0.042984 
0.514716 -0.444169 1.543507 0.043246 
0.517454 -0.457072 1.540772 0.043505 
0.520192 -0.469942 1.537928 0.043762 
0.522930 -0.482779 1.534974 0.044015 
0.525667 -0.495582 1.531912 0.044265 
0.528405 -0.508349 1.528741 0.044512 
0.531143 -0.521081 1.525462 0.044755 
0.533881 -0.533776 1.522075 0.044996 
0.536619 -0.546433 1.518581 0.045233 
0.539357 -0.559052 1.514981 0.045468 
0.542094 -0.571631 1.511274 0.045699 
0.544832 -0.584171 1.507461 0.045927 
0.547570 -0.596669 1.503542 0.046151 
0.550308 -0.609126 1.499519 0.046373 
0.553046 -0.621541 1.495391 0.046591 
0.555784 -0.633912 1.491159 0.046806 
0.558522 -0.646239 1.486824 0.047017 
0.561259 -0.658521 1.482385 0.047226 
0.563997 -0.670758 1.477843 0.047431 
0.566735 -0.682949 1.473200 0.047633 
0.569473 -0.695092 1.468455 0.047831 
0.572211 -0.707187 1.463608 0.048027 
0.574949 -0.719234 1.458661 0.048219 
0.577687 -0.731231 1.453614 0.048407 
0.580424 -0.743178 1.448467 0.048593 
0.583162 -0.755075 1.443221 0.048775 
0.585900 -0.766919 1.437876 0.048953 
0.588638 -0.778711 1.432433 0.049129 
0.591376 -0.790450 1.426892 0.049301 
0.594114 -0.802136 1.421254 0.049469 
0.596851 -0.813766 1.415519 0.049635 
0.599589 -0.825342 1.409689 0.049797 
0.602327 -0.836862 1.403762 0.049955 
0.605065 -0.848324 1.397741 0.050110 
0.607803 -0.859730 1.391625 0.050262 
0.610541 -0.871077 1.385415 0.050410 
0.613279 -0.882366 1.379112 0.050555 
0.616016 -0.893596 1.372716 0.050697 
0.618754 -0.904765 1.366228 0.050835 
0.621492 -0.915873 1.359648 0.050970 
0.624230 -0.926920 1.352977 0.051101 
0.626968 -0.937905 1.346215 0.051229 
0.629706 -0.948828 1.339363 0.051353 
0.632444 -0.959686 1.332421 0.051474 
0.635181 -0.970481 1.325391 0.051592 
0.637919 -0.981211 1.318272 0.051706 
0.640657 -0.991876 1.311066 0.051817 
0.643395 -1.002475 1.303772 0.051924 
0.646133 -1.013007 1.296392 0.052028 
0.648871 -1.023472 1.288925 0.052128 
0.651608 -1.033869 1.281374 0.052225 
0.654346 -1.044198 1.273737 0.052319 
0.657084 -1.054458 1.266016 0.052409 
0.659822 -1.064648 1.258212 0.052495 
0.662560 -1.074768 1.250324 0.052578 
0.665298 -1.084816 1.242355 0.052658 
0.668036 -1.094794 1.234303 0.052734 
0.670773 -1.104699 1.226170 0.052807 
0.673511 -1.114532 1.217956 0.052876 
0.676249 -1.124292 1.209663 0.052942 
0.678987 -1.133978 1.201290 0.053004 
0.681725 -1.143589 1.192839 0.053063 
0.684463 -1.153126 1.184309 0.053118 
0.687201 -1.162587 1.175702 0.053170 
0.689938 -1.171973 1.167018 0.053218 
0.692676 -1.181281 1.158258 0.053263 
0.695414 -1.190513 1.149422 0.053305 
0.698152 -1.199667 1.140511 0.053343 
0.700890 -1.208743 1.131526 0.053377 
0.703628 -1.217740 1.122467 0.053408 
0.706366 -1.226658 1.113336 0.053435 
0.709103 -1.235496 1.104132 0.053459 
0.711841 -1.244254 1.094856 0.053480 
0.714579 -1.252931 1.085509 0.053497 
0.717317 -1.261527 1.076092 0.053511 
0.720055 -1.270042 1.066605 0.053521 
0.722793 -1.278474 1.057049 0.053528 
0.725530 -1.286823 1.047424 0.053531 
0.728268 -1.295089 1.037732 0.053531 
0.731006 -1.303271 1.027973 0.053527 
0.733744 -1.311369 1.018147 0.053520 
0.736482 -1.319383 1.008256 0.053509 
0.739220 -1.327311 0.998299 0.053495 
0.741958 -1.335154 0.988278 0.053478 
0.744695 -1.342910 0.978194 0.053457 
0.747433 -1.350580 0.968046 0.053432 
0.750171 -1.358164 0.957836 0.053404 
0.752909 -1.365659 0.947565 0.053373 
0.755647 -1.373067 0.937232 0.053338 
0.758385 -1.380387 0.926839 0.053300 
0.761123 -1.387617 0.916387 0.053259 
0.763860 -1.394759 0.905875 0.053214 
0.766598 -1.401811 0.895306 0.053165 
0.769336 -1.408773 0.884679 0.053113 
0.772074 -1.415645 0.873995 0.053058 
0.774812 -1.422426 0.863255 0.052999 
0.777550 -1.429115 0.852460 0.052937 
0.780287 -1.435713 0.841610 0.052872 
0.783025 -1.442219 0.830706 0.052803 
0.785763 -1.448632 0.819749 0.052731 
0.788501 -1.454953 0.808740 0.052655 
0.791239 -1.461180 0.797678 0.052576 
0.793977 -1.467314 0.786566 0.052494 
0.796715 -1.473354 0.775403 0.052408 
0.799452 -1.479300 0.764191 0.052319 
0.802190 -1.485150 0.752929 0.052227 
0.804928 -1.490906 0.741620 0.052131 
0.807666 -1.496567 0.730263 0.052032 
0.810404 -1.502131 0.718859 0.051930 
0.813142 -1.507600 0.707409 0.051824 
0.815880 -1.512972 0.695914 0.051715 
0.818617 -1.518247 0.684374 0.051603 
0.821355 -1.523425 0.672791 0.051487 
0.824093 -1.528506 0.661165 0.051368 
0.826831 -1.533489 0.649496 0.051246 
0.829569 -1.538373 0.637786 0.051120 
0.832307 -1.543160 0.626034 0.050991 
0.835044 -1.547847 0.614243 0.050859 
0.837782 -1.552436 0.602413 0.050724 
0.840520 -1.556925 0.590544 0.050585 
0.843258 -1.561314 0.578637 0.050444 
0.845996 -1.565604 0.566693 0.050299 
0.848734 -1.569793 0.554713 0.050150 
0.851472 -1.573882 0.542698 0.049999 
0.854209 -1.577870 0.530647 0.049844 
0.856947 -1.581757 0.518563 0.049687 
0.859685 -1.585543 0.506445 0.049525 
0.862423 -1.589227 0.494295 0.049361 
0.865161 -1.592809 0.482113 0.049194 
0.867899 -1.596289 0.469901 0.049023 
0.870637 -1.599666 0.457658 0.048850 
0.873374 -1.602941 0.445386 0.048673 
0.876112 -1.606113 0.433085 0.048493 
0.878850 -1.609182 0.420757 0.048310 
0.881588 -1.612148 0.408401 0.048124 
0.884326 -1.615010 0.396019 0.047935 
0.887064 -1.617768 0.383612 0.047742 
0.889802 -1.620422 0.371180 0.047547 
0.892539 -1.622972 0.358724 0.047348 
0.895277 -1.625418 0.346245 0.047147 
0.898015 -1.627758 0.333744 0.046942 
0.900753 -1.629994 0.321221 0.046735 
0.903491 -1.632125 0.308678 0.046524 
0.906229 -1.634151 0.296115 0.046311 
0.908966 -1.636071 0.283532 0.046094 
0.911704 -1.637885 0.270931 0.045875 
0.914442 -1.639594 0.258313 0.045652 
0.917180 -1.641197 0.245678 0.045427 
0.919918 -1.642693 0.233027 0.045198 
0.922656 -1.644083 0.220361 0.044967 
0.925394 -1.645367 0.207681 0.044733 
0.928131 -1.646544 0.194988 0.044496 
0.930869 -1.647615 0.182281 0.044256 
0.933607 -1.648578 0.169563 0.044013 
0.936345 -1.649434 0.156834 0.043767 
0.939083 -1.650183 0.144095 0.043519 
0.941821 -1.650825 0.131346 0.043267 
0.944559 -1.651360 0.118589 0.043013 
0.947296 -1.651786 0.105824 0.042756 
0.950034 -1.652106 0.093052 0.042496 
0.952772 -1.652317 0.080274 0.042234 
0.955510 -1.652420 0.067491 0.041968 
0.958248 -1.652416 0.054703 0.041700 
0.960986 -1.652303 0.041912 0.041429 
0.963723 -1.652082 0.029118 0.041156 
0.966461 -1.651753 0.016322 0.040880 
0.969199 -1.651315 0.003525 0.040601 
0.971937 -1.650769 -0.009272 0.040319 
0.974675 -1.650115 -0.022068 0.040035 
0.977413 -1.649352 -0.034863 0.039748 
0.980151 -1.648480 -0.047656 0.039459 
0.982888 -1.647500 -0.060446 0.039166 
0.985626 -1.646411 -0.073231 0.038872 
0.988364 -1.645214 -0.086012 0.038575 
0.991102 -1.643907 -0.098787 0.038275 
0.993840 -1.642492 -0.111556 0.037973 
